,permalink,name,desc,category_code
4647,g2-microsystems,G2 Microsystems,"G2 Microsystems develops low-power Wi-Fi system-on-chip solutions, modules and networking applications.",hardware
4648,valmarc,Valmarc,"Valmarc utilizes Universal Interactive Serialization to help Brands control their Marketplace, Logistics and Consumer Engagement",hardware
4649,entratympanic,EntraTympanic,EntraTympanic is a medical company that develops devices to treat ear infections.,hardware
4650,buymytronics,BuyMyTronics.com,BuyMyTronics.com offers a monetized solution for e-waste by buying used and broken personal electronics from consumers and corporations.,hardware
4651,wavecraft,Wavecraft,Wavecraft is a Port Angeles-based provider of wholesale marine electronic equipment.,hardware
4652,videocare,VideoCare,VideoCare is a revolution in technology that keeps families and their aging loved ones better connected — wherever they are.,hardware
4653,canesta,Canesta,Canesta develops electronic perception technology-based 3D representational products.,hardware
4654,zuga-medical,Zuga Medical,"Zuga Medical designs, manufactures, and markets innovative dental implant systems.",hardware
4655,kypha,Kypha,Kypha develops technology and clinical products to improve monitoring and treatment of autoimmune and inflammatory diseases.,hardware
4656,labstyle-innovations,LabStyle Innovations,DarioHealth is a digital therapeutics company engaged in the development and commercialization of patented and proprietary technology.,hardware
4657,bright-view-technologies,Bright View Technologies,"Bright View Technologies produces microstructure-based, optical films products for plasma, LCD, rear projection, front projection and OLED.",hardware
4658,starport-systems,Starport Systems,"Starport Systems, a fabless semiconductor company, provides software solutions for the convergence of mobile RFID applications.",hardware
4659,goal-zero,Goal Zero,"Goal Zero develops portable solar power systems, including solar panels, portable power packs, generators, chargers and accessories.",hardware
4660,spin-transfer-technologies,Spin Transfer Technologies,Spin Transfer Technologies develops its orthogonal magnetoresistive random access memory technology.,hardware
4661,ironport,IronPort Systems,"IronPort Systems develops email and web security tools that prevent organizations from spam, viruses, malware and other internet threats.",hardware
4662,accuvein,AccuVein,AccuVein develops products that aid in the visualization of peripheral vasculature.,hardware
4663,siesta-medical,Siesta Medical,Siesta Medical develops prelude tongue suspension systems and intra-oral devices for snoring and obstructive sleep apnea.,hardware
4664,colowrap,ColoWrap,ColoWrap develops a medical device that prevents looping in the colon during colonoscopies by exerting pressure on the lower abdomen.,hardware
4665,personics-labs,Personics Labs,Personics Holdings develops a device for monitoring the ambient noise level and the audio level produced by an ear canal receiver.,hardware
4666,power-analog-microelectronics,Power Analog Microelectronics,Power Analog Microelectronics designs and manufactures energy-saving analog and power integrated circuits.,hardware
4667,food-quality-sensor-international,Food Quality Sensor International,Food Quality Sensor International is a sensor technology company developing real-time and interactive food freshness measurement devices.,hardware
4668,lightwave-logic,Lightwave Logic,Lightwave Logic is a research and development company focused on developing application-specific electro-optic polymers.,hardware
4669,oblong,Oblong Industries,Oblong Industries is a multi-stream collaboration platform that specializes in developing gesture-based computing tools.,hardware
4670,pixel-velocity,Pixel Velocity,Pixel Velocity is engaged in image processing research and the development of advanced sensor technology.,hardware
4671,streetline,Streetline,Streetline builds solutions to manage vehicle parking through the customized design and application of new sensing technologies.,hardware
4672,dakim,Dakim,Dakim provides brain fitness programs for seniors to improve memory and prevent cognitive decline.,hardware
4673,ario-data-networks,ARIO Data Networks,ARIO Data Networks provides storage solutions and RAID controllers for application in information lifecycle management processes.,hardware
4674,verisilicon-holdings,VeriSilicon Holdings,VeriSilicon Holdings is an IC design foundry that provides custom silicon solutions and system-on-chip turnkey services.,hardware
4675,electronic-compute-systems,Electronic Compute Systems,"Electronic Compute Systems offers HUMBLE PC, a general purpose re-architecture of the microprocessor and software operating system.",hardware
4676,microfabrica,Microfabrica,"Microfabrica is an advanced technology company with a proprietary fabrication process that yields complex, metal micro-structures.",hardware
4677,city-labs,City Labs,"City Labs, Inc., a minority owned company, is an innovative manufacturer of long-life Tritium betavoltaic batteries for microelectronics,",hardware
4678,convey-computer,Convey Computer,"Convey Computer offers a hybrid core computer for the oil and gas, financial analytics, and bioinformatics markets.",hardware
4679,wellcore,Wellcore,Wellcore provided a mobile personal emergency response system for seniors that enabled automatic fall detection and online monitoring.,hardware
4680,neoconix,Neoconix,Neoconix specializes in miniaturized low-profile electrical connectors.,hardware
4681,sakti3,Sakti3,Sakti3 develops solid-state rechargeable lithium ion battery technology.,hardware
4682,bitmicronetworks,BiTMICRO Networks Inc,BiTMICRO Networks is a provider of high-performance non-volatile solid state drive and semiconductor solutions.,hardware
4683,powerwise-holdings,PowerWise Holdings,"TechnoWise Group provides energy conservation solutions and energy saving devices for industrial, commercial and residential customers.",hardware
4684,kymeta,Kymeta,Kymeta is a developer of hybrid satellite-cellular networks used to satisfy the demand for global ubiquitous mobile connectivity.,hardware
4685,lively-formerly-hamlet,Lively Inc.,Lively is the connected home health platform that provides a medical alert device older adults actually want to wear,hardware
4686,kiva-systems,Kiva Systems,Amazon Robotics connections that turn complex problems into elegantly simple solutions.,hardware
4687,asetek,Asetek,"Asetek develops energy-efficient liquid cooling solutions for computers, servers, and data centers.",hardware
4688,thingmagic,ThingMagic,"ThingMagic offers radio frequency identification reader engines, development platforms and design services.",hardware
4689,kai-medical,Kai Medical,Kai Medical develops wireless and non-contact respiration sensing devices.,hardware
4690,lexar-media,Lexar Media,"Lexar is a trusted leading global brand of memory solutions which includes memory cards, USB flash drives, card readers, and SSDs.",hardware
4691,guardity-technologies,Guardity Technologies,"Guardity Technologies develops AngelGuard, a device placed on vehicles that automatically notifies emergency services if an accident occurs.",hardware
4692,3d-vision-systems,3d Vision Systems,3d Vision Systems manufactures medical equipment and supplies.,hardware
4693,broadbus,Broadbus Technologies,Broadbus provides memory-based systems for delivering movies and television on demand.,hardware
4694,xambala,Xambala,"Xambala is an electronic liquidity provider to capital markets, enabling rapid price discovery.",hardware
4695,ethertronics,Ethertronics,"Ethertronics designs and manufactures high performance, embedded antennas for a wide range of wireless devices.",hardware
4696,keyme,KeyMe,"KeyMe is a mobile app that allows users to store, share, and duplicate their physical keys based on a digital image.",hardware
4697,cine-tal-systems,Cine-tal Systems,"Cine-tal Systems, Inc. engages in the development and display of monitoring and color management solutions for digital cinema.",hardware
4698,swingshot,SwingShot,SwingShot is a GPS-enabled video camera designed to enable a golfer to record their real golf swing.,hardware
4699,veeco-instruments,Veeco Instruments,"Veeco provides process equipment solutions that enable the manufacture of LEDs, power electronics, hard drives, MEMS and wireless chips.",hardware
4700,koko,Koko,"Koko is a development-stage company that focuses on designing, manufacturing, and marketing a steak timer.",hardware
4701,enchroma,EnChroma,EnChroma develops eyewear for color blind people to improve human color vision.,hardware
4702,ld-healthcare-systems-corp,LD Healthcare Systems Corp,LD Healthcare Systems distributes a suite of non-irradiating health care technology systems to improve data analysis and management.,hardware
4703,intcomex,Intcomex,"Intcomex provides IT products such as self-standing computer systems, PC components, peripherals, power protection and backup devices.",hardware
4704,xtera-communications-inc,Xtera Communications,Xtera is a network equipment and services company providing optical networks for terrestrial and subsea applications.,hardware
4705,ipextreme,IPextreme,IPextreme licenses silicon-proven intellectual properties and methodologies for system-on-chip designers in the U.S and internationally.,hardware
4706,mustard-tree-instruments-2,Mustard Tree Instruments,Mustard Tree Instruments develops and markets analytical instruments for the pharmaceutical manufacturing industry.,hardware
4707,ooma,ooma,"Ooma creates powerful connected experiences in home and small business telecommunications service,  as well as affordable home security.",hardware
4708,expresso-fitness,Expresso Fitness,"Interactive Fitness offers indoor workout equipment with virtual reality programs, creating the similar effects of an outdoor workout.",hardware
4709,lockitron,Lockitron,,hardware
4710,epic-research-diagnostics,EPIC Research & Diagnostics,Epic Research & Diagnostics designs and develops galvanic skin response measurement devices.,hardware
4711,sciaps,SciAps,"SciAps offers field-hardened and portable analytical instruments that measures compounds, minerals, and elements.",hardware
4712,trilliant,Trilliant,Trilliant delivers intelligent networks that enable the energy industry’s transition to the smart grid.,hardware
4713,pacific-light-technologies,Pacific Light Technologies,Pacific Light Technologies is a materials company producing engineered nanomaterials for solid-state lighting.,hardware
4714,heapsylon,Heapsylon,"Sensoria designs, develops, and produces body-sensing wearable devices.",hardware
4715,amiigo,Amiigo,"Amiigo is a fitness tracking bracelet measuring specific exercises, reps, sets, heart rate, and calories burned.",hardware
4716,visual-edge-technology,Visual Edge Technology,Visual Edge Technology is a Holding Company whose charter is to acquire Print Technology and Managed IT Service companies.,hardware
4717,vishay-precision-group,Vishay Precision Group,"Vishay Precision Group manufactures & develops foil technology products, weighing modules & control systems for a variety of applications.",hardware
4718,communication-intelligence,Communication Intelligence,Isign Solutions is a supplier of digital transaction management (DTM) software.,hardware
4719,magnolia-medical-technologies,Magnolia Medical Technologies,Magnolia Medical Technologies is a device development company that focuses on improving the accuracy of diagnostic blood culture tests.,hardware
4720,earl-energy,Earl Energy,"Earl Energy designs, builds, installs, and services off-grid power generation energy management and energy storage solutions.",hardware
4721,high-fidelity,High Fidelity,"High Fidelity provides spatial audio software solutions to apps, platforms, and games, for immersive and natural group conversations.",hardware
4722,innfocus,INNFOCUS,InnFocus is a biomaterials company developing products in ophthalmology.,hardware
4723,zink-imaging,ZINK Imaging,ZINK Imaging provides ink-free printing technology for consumer and business needs.,hardware
4724,w-w-communications,W&W Communications,W&W Communications develops video compression software and hardware solutions for consumer and infrastructure platforms.,hardware
4725,leid-products,LEID Products,LEID Products offers solutions for police departments to secure their assets through an electronic tracking and fingerprinting system.,hardware
4726,fitness-on-request,Fitness on Request,"WELLBEATS is the industry leader in virtual group fitness programming, delivery and engagement solutions",hardware
4727,ugobe,UGOBE,"Ugobe is the developer of Pleo, a lifelike Camarasaurus robot that displays emotional and developmental behaviors.",hardware
4728,makinnovations,MakInnovations,MakInnovations offers patient-centric products that allow patients to orally hydrate and monitor fluid intake.,hardware
4729,microstaq,Microstaq,Microstaq offers electronic flow control and silicon design solutions that address global energy consumption problems.,hardware
4730,phononic-devices,Phononic Devices,Phononic develops thermoelectric chips designed to offer an alternative to compressor technology and traditional methods of refrigeration.,hardware
4731,vapore,Vapore,Vapore offers a proprietary germ-free water vapor technology for the therapeutic treatment of a variety of medical conditions.,hardware
4732,vorbeck-materials,Vorbeck Materials,Vorbeck Materials is a manufacturer of graphene and graphene enabled products and solutions.,hardware
4733,rad-technologies,RAD Technologies,RAD Technology Medical Systems is a construction company using modular technology for an array of technical spaces.,hardware
4734,lensvector,LensVector,"LensVector features an optical technology that can shape, steer, and focus light without mechanical movement.",hardware
4735,vycor-medical,Vycor Medical,Vycor Medical is a medical device developing company making products used in neurological brain and spinal surgical procedures.,hardware
4736,innovolt,Innovolt,Innovolt provides an electronics power protection and management platform that allows equipment to be safe from power grid disturbances.,hardware
4737,mosoro,Mosoro,Mosoro offers a turnkey solution for Bluetooth-enabled devices and accessories.,hardware
4738,carina-technology,Carina Technology,Carina Technology provides energy intelligence solutions for the utility and energy industries.,hardware
4739,ozmo-devices,Ozmo Devices,Ozmo Devices offers Wi-Fi compatible communication technologies that deliver cost-effective WPAN connectivity for battery-operated devices.,hardware
4740,mobi,Mobi,Mobi provides wireless telecommunications services.,hardware
4741,aperio-technologies,Aperio Technologies,"Aperio Technologies provides digital pathology solutions for hospitals, reference labs, and pharmaceutical and research institutions.",hardware
4742,mimoco,Mimoco,Mimoco is engaged in the development of the flagship collection of MIMOBOT® designer USB flash drives.,hardware
4743,vudu,Vudu,Vudu is a content delivery and interactive media technology company distributing movies over the internet to television.,hardware
4744,lumi-mask,LUMI Mask,LUMI Mask was a sleep mask used to block light and to simulate sunrise.,hardware
4745,horse-sense-shoes,Horse Sense Shoes,"Horse Sense Shoes develops embeddable, non-invasive sensors that transmit performance indicators like pressure and heat from horseshoes.",hardware
4746,control4,Control4,Control4 provides personalized automation and control solutions that allow virtual control of any device in homes and businesses.,hardware
4747,arbor-photonics,Arbor Photonics,Arbor Photonics is a Michigan-based company engaged in the development of optical fiber technology.,hardware
4748,aristos-logic,Aristos Logic,Aristos Logic provides RAID solutions for original equipment manufacturers of storage systems and servers in the data storage industry.,hardware
4749,otometrix-medical-technologies,Otometrix Medical Technologies,"OtoMetrix Medical Technologies develops OtoStat, the Doppler ultrasound medical device diagnosing middle ear infections.",hardware
4750,technitrol,Technitrol,Technitool is a manufacturer and designer of molded plastics.,hardware
4751,pureenergy-solutions,PureEnergy Solutions,PureEnergy Solutions develops rechargeable battery-based products for portable electronic devices.,hardware
4752,spiceworks,Spiceworks,"Spiceworks is the marketplace that connects the IT industry to help tech buyers and sellers get their jobs done, every day.",hardware
4753,mercatus,Mercatus,Mercatus is the modern investment data management platform for private markets.,hardware
4754,ipdatatel,ipDatatel,"IpDatatel designs, engineers and manufactures internet-ready HAN wireless devices for the security, home automation and the HVAC industries.",hardware
4755,aehr-test-systems,Aehr Test Systems,Aehr Test Systems develops and commercializes burn-in equipment for the worldwide semiconductor industry.,hardware
4756,serveron,Serveron,"Serveron Corporation develops, delivers, and supports online transformer products and diagnostic services.",hardware
4757,nanolumens,NanoLumens,"NanoLumens is engaged in the research, product development, marketing and sales of LED display solutions.",hardware
4758,asoka,Asoka,"Asoka develops powerline communications hardware and software, and cloud services for residential and commercial environments.",hardware
4759,videon-central,Videon Central,"Videon Central develops products for audio or video applications in the Global AV, Aviation and Automotive industries.",hardware
4760,attune-systems,Attune Systems,Attune Systems provides network file management products to reduce file management complexity.,hardware
4761,pure-digital-technologies,Pure Digital Technologies,"Pure Digital Technologies provides imaging solutions for the mass market, including the Flip Video series of digital camcorders.",hardware
4762,zepp-us-inc,"Zepp US, Inc.",,hardware
4763,z-plane,Z Plane,"Z-Plane engages in developing backplane interconnection solutions, hardware, firmware, and software for point-to-point serial systems.",hardware
4764,kogent-surgical,Kogent Surgical,Kogent Surgical focuses on the design and manufacture of neurosurgical instruments.,hardware
4765,anser-innovation,Anser Innovation,"Anser Innovation offers dog cameras, connected home devices, IoT, and consumer electronics.",hardware
4766,wordlock,Wordlock,"Wordlock manufactures brass, steel and zinc locks that use a letter combination locking system instead of numbers.",hardware
4767,newton-peripherals,Newton Peripherals,"Newton Peripherals designs, develops and manufactures the MoGo family of products, including a Bluetooth-enabled mouse.",hardware
4768,dsi-met-tech,DSI MET-TECH,DSI MET-TECH is engaged in manufacturing and supplying mine roof control products for mining applications.,hardware
4769,make-it-work,Make It Work,"Make It Work provides computer repair, storage, and computer networking services in California, USA.",hardware
4770,nyx-devices,Rest Devices,Rest Devices develops a sensor that helps doctors better understand how people sleep.,hardware
4771,silicon-genesis,Silicon Genesis,"Silicon Genesis provides engineered substrate solutions to semiconductor, solar, display and optoelectronics markets.",hardware
4772,max-viz,Max-Viz,"Max-Viz designs, develops, and manufactures enhanced vision systems for the aviation industry.",hardware
4773,zaps-technologies,ZAPS Technologies,ZAPS Technologies creates green water composition monitoring equipment for water treatment and environmental analysis.,hardware
4774,digital-safety-technologies,Digital Safety Technologies,Digital Safety Technologies is engaged in the development of digital video surveillance systems.,hardware
4775,scoot-networks,Scoot Networks,Scoot Networks is an electric moped company that offers electric mobility-as-a-service vehicles.,hardware
4776,ubeam,uBeam,SonicEnergy is a wireless power startup that transmits power to charge electronic devices over-the-air.,hardware
4777,fast-asset,Fast Asset,"FastAsset develops supply-chain solutions, global asset recovery programs and reduces packaging and logistics costs.",hardware
4778,bodyguardz,BodyGuardz,BodyGuardz manufactures and sells protection accessories for electronic devices.,hardware
4779,revolt-technology,Revolt Technology,ReVolt Technology is a technology company developing rechargeable zinc-air batteries.,hardware
4780,ohmx,Ohmx,Ohmx is a clinical diagnostics company developing a bio-electronic point-of-care system to quantify analytes from biological samples.,hardware
4781,variable,Variable,Variable creates portable colorimeters and spectrophotometers that provides the users with an easy way of color scanning.,hardware
4782,whitehatt-technologies,WhiteHatt Technologies,WhiteHatt Technologies operates as a technology company that develops and manufactures internet television components.,hardware
4783,neato-robotics,Neato Robotics,Neato Robotics is a venture-funded startup developing robotic-based household appliances.,hardware
4784,squaretrade,SquareTrade,SquareTrade is an independent warranty provider for consumer electronics and appliances.,hardware
4785,supercircuits,Supercircuits,Supercircuits manufactures and markets audio and video surveillance devices.,hardware
4786,soma,Soma,Soma is a premium water filter service that includes a beautiful glass carafe and the world's most innovative water filters.,hardware
4787,whirlpool,Whirlpool,Whirlpool manufactures and markets major home appliances.,hardware
4788,crossbar,Crossbar,Crossbar is a startup company pioneering a new class of non-volatile resistive RAM (RRAM) memory technology.,hardware
4789,tinycircuits,TinyCircuits,TinyCircuits is an open source hardware company specializing in designing and manufacturing very small electronics.,hardware
4790,fwix,Fwix,,hardware
4791,cellworks,Cellworks,Cellworks is a life sciences technology company involved in drug and bio-marker discovery and researches in therapeutic areas.,hardware
4792,correlated-magnetics-research,Correlated Magnetics Research,Correlated Magnetics Research is involved in research and development-related activities in correlated magnetic structures.,hardware
4793,jenu-biosciences,JeNu Biosciences,JeNu Biosciences develops ultrasound-based skin care devices.,hardware
4794,nextio,NextIO,Nextio is a professional messaging that invites opportunity and pays users for their attention.,hardware
4795,zoomsystems,ZoomSystems,"ZoomSystems is the global leader in automated retail, providing an end-to-end solution including hardware, software and managed services.",hardware
4796,pressy,Pressy,Pressy is a hardware button that plugs into the headphone jack of Android phones and can be customized to trigger a range of functions.,hardware
4797,mashed-pixel,Mashed Pixel,Mashed Pixel develops social networking applications and smart control tools for smartphones.,hardware
4798,globalprint-systems,GlobalPrint Systems,GlobalPrint Systems is a provider of on-demand printing services for businesses and consumers.,hardware
4799,radio-waves,Radio Waves,"Radio Waves develops microwave antennas and components for campuses, hospitals, ISPs, base stations, private networks, and more.",hardware
4800,rpo,RPO,RPO develops and manufactures waveguides such as digital touch systems for the consumer electronics market.,hardware
4801,oatsystems,OATSystems,OATSystems is a provider of software for radio frequency identification (RFID) systems.,hardware
4802,apogee-photonics,Apogee Photonics,Apogee Photonics is engaged in the development of integrated indium phosphide solutions for optical transmission systems.,hardware
4803,podo,Podo,"We make Podo, Jack, Belle, and a whole lot more to come.",hardware
4804,viableware,Viableware,TableSafe provides solutions for secure payment transactions.,hardware
4805,semtek-innovative-technologies-corporation,Semtek Innovative Solutions,Semtek Innovative Solutions develops data capture and card reader components and interfaces.,hardware
4806,neumitra,Neumitra,Neumitra develops connected technologies to address the effects of stress on brain health and performance.,hardware
4807,spudnik,Prysm,SPUDNIK specializes in the potato equipment manufacturing business.,hardware
4808,dotpad,DotGT,DotGT was a wireless computing platform that provided a hardware and software system for delivering applications to businesses.,hardware
4809,masterimage-3d,MasterImage 3D,MasterImage 3D develops stereoscopic 3D systems for theaters and mobile devices.,hardware
4810,pro-tech-industries,Pro-Tech Industries,"Pro-Tech Industries provides design/build services for the fire protection, alarm/detection, electrical, and communications segments.",hardware
4811,simplifymd,simplifyMD,simplifyMD offers cloud-based electronic health records and practice management solutions for physicians and administrators.,hardware
4812,aprius,Aprius,Aprius is a venture funded company developing shared I/O gateway systems for data centers.,hardware
4813,meez,Meez,"Meez, an online social community, allows users to personalize their identity, socialize and share media content, and connect with friends.",hardware
4814,textronics,Textronics,Textronics develops and commercializes wearable textile sensor components and clothing solutions for fitness and health monitoring.,hardware
4815,nettalk,netTALK,A leading ultra-low cost provider of home phone and smartphone communications.,hardware
4816,medlio,Medlio,"Your health history in the palm of your hands, healthcare’s platform for patient connectivity. Access, manage and share your own health info",hardware
4817,sub-one-technology,SUB ONE TECHNOLOGY,Sub-One develops their proprietary technology of advanced coatings for internal surfaces.,hardware
4818,data-locker-inc,Data Locker Inc.,"DataLocker is a developer of easy to use, data encryption solutions for portable storage devices, media systems, and cloud storage accounts.",hardware
4819,bluepay,Bluepay,Bluepay provides technology-enabled credit card payment processing services for businesses in the U.S. and Canada.,hardware
4820,cognio,Cognio,Cognio develops RF-spectrum analysis products that fix channel interference problems on wireless networks and in-wireless applications.,hardware
4821,exegy,Exegy,"Exegy provides ultra-high performance, hardware-accelerated computing appliances that process market data for financial organizations.",hardware
4822,emsense,EmSense,EmSense provides scalable physiological and brainwave measurement technology.,hardware
4823,b-w-tek,B&W Tek,"B&W Tek provides optical systems and components such as laser systems, modules and components.",hardware
4824,reconrobotics,ReconRobotics,ReconRobotics develops and commercializes tactical micro-robot and personal sensor systems.,hardware
4825,cyber-solutions-international,Cyber Solutions International,"Cyber Solutions International provides computer engineering services, enterprise architectures and critical technology products.",hardware
4826,crossworld-warranty,CrossWorld Warranty,CrossWorld Warranty is a platform for manufacturers and retail consumers to handle their warranty records online.,hardware
4827,zolo-technologies,Zolo Technologies,"Zolo Technologies designs, manufactures and markets laser-based multiplexed systems for power, aerospace, photonics, and industrial markets.",hardware
4828,rentpayment-com,Yapstone,YapStone is a global provider of online and mobile payment solutions for global marketplaces and large vertical markets.,hardware
4829,augmentix,Augmentix,"Augmentix Corporation develops rugged computing solutions for military, energy, homeland security and telecommunications sectors.",hardware
4830,nanoconversion-technologies,NanoConversion Technologies,"NanoConversion Technologies is the developer of the C-TEC concentration-mode thermoelectric converter, which converts heat to electricity.",hardware
4831,sifteo,Sifteo,"Sifteo makes Sifteo cubes, an interactive gaming platform for hands-on fun and intelligent play.",hardware
4832,robodynamics,RoboDynamics,RoboDynamics produces telepresence robots that enable remote participation by deploying a mobile robot as an avatar.,hardware
4833,gaia-power-technologies,Gaia Power Technologies,Gaia Power Technologies provides distributed energy management and storage systems in the United States.,hardware
4834,sensors-for-medicine-and-science,Sensors for Medicine and Science,,hardware
4835,zubie,Zubie,"Zubie is a connected-car platform that provides location tracking, driver scoring, alert, and location sharing services.",hardware
4836,zaf-energy-systems,ZAF Energy Systems,"ZAF Energy Systems develops battery technology that is safe, high in energy, low in cost and weight, and environment friendly.",hardware
4837,advanced-circulatory,Advanced Circulatory,,hardware
4838,spinal-usa,Spinal USA,"Spinal USA is a manufacturer and distributor of spinal therapy products for patients, surgeons, and healthcare providers.",hardware
4839,equiso,EQUISO,Equiso Smart TV - Make your dumb tv... smart.,hardware
4840,teravac,Teravac,,hardware
4841,conversion-sound,Conversion Sound,"Conversion Sound designs, manufactures and sells devices that address hearing deficiencies.",hardware
4842,frostbyte-video-inc,"FrostByte Video, Inc.",FrostByte Video provides automated video production solutions for entertainment and surveillance applications.,hardware
4843,aginova,Aginova,Aginova develops and commercializes wireless sensor network solutions for commercial and industrial applications.,hardware
4844,alces-technology,Alces Technology,"Alces Technology develops industry-leading 3D cameras for AR/VR, 3D scanning and security applications.",hardware
4845,plair,Plair,"PLAiR is an electronics company developing devices that stream HD videos from a user’s favorite TV, movie, sports and music apps.",hardware
4846,iogyn,iogyn,iogyn develops medical devices and offers Symphion System that is designed for removal of uterine tissue.,hardware
4847,isabella-products,Isabella Products,Isabella Products is a mobile device company that develops a family of connected wireless products.,hardware
4848,viacycle,viaCycle,"Our mission is to bring affordable, sustainable transportation to areas that need it most.",hardware
4849,greengoose,GreenGoose!,"GreenGoose creates sensors and applications that tracks and stores real life acts in a database, with a reward system for positive acts.",hardware
4850,leotus,Leotus,Leotus manufactures air-conditioning devices for homes.,hardware
4851,grand-st,Grand St.,Grand St. is a curated marketplace for creative technology. A new era in electronics requires a new kind of store.,hardware
4852,home-comfort-zones,Home Comfort Zones,Home Comfort Zones is an energy management company that develops premium temperature control and energy-saving systems.,hardware
4853,sepaton,Sepaton,Sepaton is an enterprise backup and recovery solution provider specifically targeted for large enterprises.,hardware
4854,regear-life-sciences,ReGear Life Sciences,ViaTherm Therapeutics develops and markets deep tissue therapeutic heating systems to reduce pain associated with injury and aging.,hardware
4855,indy-audio-labs,Indy Audio Labs,Indy Audio Labs designs and builds digital sound and HD video amplification systems.,hardware
4856,entone-technologies,Entone Technologies,"Entone Technologies provides solutions that integrate TV, whole-home DVR, web media services, media sharing and place shifting.",hardware
4857,delta-id,Delta ID,Delta ID offers biometric products and applications for identity enrollment and authentication.,hardware
4858,lumigrow,LumiGrow,"Empowering Growth Through Connectivity is our mission, offering the industry’s leading smart horticultural lighting solutions.",hardware
4859,nuforce,Nuforce,"Optoma is a designer and manufacturer of projection and audio products for business, professional audio/video, and home entertainment.",hardware
4860,drivecam,DriveCam,"Lytx, Inc. develops video-based driver safety and fleet management solutions.",hardware
4861,all-copy-products,All Copy Products,All Copy Products provides document solutions for small- and medium-sized businesses.,hardware
4862,medication-review,Medication Review,"Medication Review, a tele-pharmacy service provider, facilitates electronic health record selection, drug dispensing, and other services.",hardware
4863,imove,iMove,iMove develops visual situational awareness solutions for security and surveillance applications.,hardware
4864,tachyon-networks,Tachyon Networks,Tachyon Networks is a technology developer and network service provider offering broadband over satellite solutions.,hardware
4865,advanced-numicro-systems,Advanced Numicro Systems,Advanced Numicro Systems is engaged in the development of optical micro-electro-mechanical systems.,hardware
4866,oculus-vr,Oculus VR,"Oculus develops virtual reality platforms and products, including Rift, that let people experience anything, with anyone.",hardware
4867,aquest-systems,Aquest Systems,Aquest Systems provides automation equipment for the semiconductor manufacturing industry.,hardware
4868,melon-usemelon,Melon #usemelon,ThinkMelon helps users understand their mental focus by gathering brainwave data through a sensor-enabled headband and a mobile app.,hardware
4869,shocking-technologies,Shocking Technologies,Shocking Technologies manufactures Voltage Switchable Dielectric (VSD) materials.,hardware
4870,hammerhead-systems,Hammerhead Systems,"Hammerhead Systems provides MPLS, and Ethernet aggregation and switching solutions for residential broadband and wireless backhaul markets.",hardware
4871,spectrafluidics,SpectraFluidics,SpectraFluidics develops and commercializes technologies for vapor trace chemical detection.,hardware
4872,cornice,Cornice,"Cornice provides storage elements for consumer electronics including mobile phones, MP3 players, personal video recorders and more.",hardware
4873,xetawave,Xetawave,XetaWave is a wireless network equipment company providing data-centric wireless radios for communication networks.,hardware
4874,icedot,ICEdot,ICEdot develops a crash sensor attached to the safety helmet of sportsmen to detect forces consistent with head injury.,hardware
4875,progeniq,Progeniq,"Progeniq is a Japanese blog that talks about health, wellness, and daily life.",hardware
4876,graematter,Graematter,"Graematter offers a regulatory intelligence system that enables regulatory professionals to locate, analyze, and track related information.",hardware
4877,speed-trac-technologies,Speed Trac Technologies,Speed Trac Technologies develops technologies and solutions for the enhancement of performance within the transportation industry.,hardware
4878,pluromed,Pluromed,Pluromed develops and markets disposable medical devices based on reverse thermosensitive polymer technology.,hardware
4879,hexatech,HexaTech,HexaTech develops single crystalline aluminum nitride substrates for electronic and optoelectronic semiconductor devices.,hardware
4880,viaclix,ViaCLIX,ViaClix develops hardware and software systems for the delivery of entertainment and media to homes and businesses.,hardware
4881,airborne-media-group,Audioair,Audioair is a mobile application that enables its users to selectively listen to muted televisions in private and public locations.,hardware
4882,chapman-instruments,Chapman Instruments,Chapman Instruments offers laser-based surface profilers for wafer industry process and quality control.,hardware
4883,prioria-robotics,Prioria Robotics,Prioria Robotics is focused on integrating sensors and processors to form intelligent embedded solutions for various applications.,hardware
4884,bolt-io,Bolt.io,Bolt is a pre-seed venture firm investing where the digital and physical world intersect.,hardware
4885,j-c-lads,J C Lads,A biometrics cyber security company providing MFA that protects your companies’ most valuable digital assets.,hardware
4886,electrolytic-ozone,Electrolytic Ozone,"Electrolytic Ozone Inc. (EOI), a Boston, MA-based company that develops and manufactures ultra-compact, ozone generators that are designed",hardware
4887,yurbuds,Yurbuds,"Yurbuds develops a type of sport earphones that are custom fit for athletes, runners and music lovers.",hardware
4888,iyogi,iYogi,iYogi provides online technical support services for a range of computing and communication devices.,hardware
4889,wattvision,Wattvision,"Wattvision helps users save money on energy by providing them with live feedback on their energy use, on the web or mobile phones.",hardware
4890,jordan-valley-semiconductors,Jordan Valley Semiconductors,Jordan Valley Semiconductors develops semiconductor metrology equipment and solutions for thin films based on x-ray technology.,hardware
4891,ppi,PPI,Prototype Productions provides original equipment manufacturing and contract manufacturing services to various industries in the U.S.,hardware
4892,c2-microsystems,C2 Microsystems,C2 Microsystems develops media processor devices for the broadband delivery of rich media content via internet and private networks.,hardware
4893,labels-that-talk,Labels That Talk,"Labels That Talk provides Soundpaper, a 2D barcode technology used to record sound into a barcode that is readable using scanning devices.",hardware
